,survived,pclass,sex,age,sibsp,parch,fare,embarked,title,cabin_deck,family_size,name_length
594,0,2,1,37.0,1,0,26.0,2,2,U,2,23
595,0,3,1,36.0,1,1,24.15,2,2,U,3,27
596,1,2,0,21.0,0,0,33.0,2,1,U,1,26
597,0,3,1,49.0,0,0,0.0,2,2,U,1,19
598,0,3,1,30.0,0,0,7.225,0,2,U,1,17
599,1,1,1,49.0,1,0,56.9292,0,4,A,2,44
600,1,2,0,24.0,2,1,27.0,2,3,U,4,51
601,0,3,1,30.0,0,0,7.8958,2,2,U,1,20
602,0,1,1,30.0,0,0,42.4,2,2,U,1,25
603,0,3,1,44.0,0,0,8.05,2,2,U,1,25
604,1,1,1,35.0,0,0,26.55,0,2,U,1,31
605,0,3,1,36.0,1,0,15.55,2,2,U,2,29
606,0,3,1,30.0,0,0,7.8958,2,2,U,1,17
607,1,1,1,27.0,0,0,30.5,2,2,U,1,27
608,1,2,0,22.0,1,2,41.5792,0,3,U,4,53
609,1,1,0,40.0,0,0,153.4625,2,1,C,1,25
610,0,3,0,39.0,1,5,31.275,2,3,U,7,57
611,0,3,1,30.0,0,0,7.05,2,2,U,1,21
612,1,3,0,21.0,1,0,15.5,1,1,U,2,27
613,0,3,1,30.0,0,0,7.75,1,2,U,1,16
614,0,3,1,35.0,0,0,8.05,2,2,U,1,31
615,1,2,0,24.0,1,2,65.0,2,1,U,4,19
616,0,3,1,34.0,1,1,14.4,2,2,U,3,25
617,0,3,0,26.0,1,0,16.1,2,3,U,2,47
618,1,2,0,4.0,2,1,39.0,2,1,F,4,27
619,0,2,1,26.0,0,0,10.5,2,2,U,1,19
620,0,3,1,27.0,1,0,14.4542,0,2,U,2,19
621,1,1,1,42.0,1,0,52.5542,2,2,D,2,28
622,1,3,1,20.0,1,1,15.7417,0,2,U,3,16
623,0,3,1,21.0,0,0,7.8542,2,2,U,1,27
624,0,3,1,21.0,0,0,16.1,2,2,U,1,27
625,0,1,1,61.0,0,0,32.3208,2,2,D,1,21
626,0,2,1,57.0,0,0,12.35,1,4,U,1,30
627,1,1,0,21.0,0,0,77.9583,2,1,D,1,29
628,0,3,1,26.0,0,0,7.8958,2,2,U,1,25
629,0,3,1,30.0,0,0,7.7333,1,2,U,1,24
630,1,1,1,80.0,0,0,30.0,2,2,A,1,36
631,0,3,1,51.0,0,0,7.0542,2,2,U,1,27
632,1,1,1,32.0,0,0,30.5,0,4,B,1,25
633,0,1,1,30.0,0,0,0.0,2,2,U,1,29
634,0,3,0,9.0,3,2,27.9,2,1,U,6,18
635,1,2,0,28.0,0,0,13.0,2,1,U,1,17
636,0,3,1,32.0,0,0,7.925,2,2,U,1,26
637,0,2,1,31.0,1,1,26.25,2,2,U,3,19
638,0,3,0,41.0,0,5,39.6875,2,3,U,6,38
639,0,3,1,30.0,1,0,16.1,2,2,U,2,26
640,0,3,1,20.0,0,0,7.8542,2,2,U,1,22
641,1,1,0,24.0,0,0,69.3,0,1,B,1,20
642,0,3,0,2.0,3,2,27.9,2,1,U,6,29
643,1,3,1,30.0,0,0,56.4958,2,2,U,1,15
644,1,3,0,0.75,2,1,19.2583,0,1,U,4,22
645,1,1,1,48.0,1,0,76.7292,0,2,D,2,25
646,0,3,1,19.0,0,0,7.8958,2,2,U,1,17
647,1,1,1,56.0,0,0,35.5,0,4,A,1,35
648,0,3,1,30.0,0,0,7.55,2,2,U,1,18
649,1,3,0,23.0,0,0,7.55,2,1,U,1,31
650,0,3,1,30.0,0,0,7.8958,2,2,U,1,17
651,1,2,0,18.0,0,1,23.0,2,1,U,2,19
652,0,3,1,21.0,0,0,8.4333,2,2,U,1,30
653,1,3,0,21.0,0,0,7.8292,1,1,U,1,29
654,0,3,0,18.0,0,0,6.75,1,1,U,1,28
655,0,2,1,24.0,2,0,73.5,2,2,U,3,25
656,0,3,1,30.0,0,0,7.8958,2,2,U,1,21
657,0,3,0,32.0,1,1,15.5,1,3,U,3,29
658,0,2,1,23.0,0,0,13.0,2,2,U,1,28
659,0,1,1,58.0,0,2,113.275,0,2,D,3,26
660,1,1,1,50.0,2,0,133.65,2,4,U,3,29
661,0,3,1,40.0,0,0,7.225,0,2,U,1,17
662,0,1,1,47.0,0,0,25.5875,2,2,E,1,26
663,0,3,1,36.0,0,0,7.4958,2,2,U,1,16
664,1,3,1,20.0,1,0,7.925,2,2,U,2,27
665,0,2,1,32.0,2,0,73.5,2,2,U,3,18
666,0,2,1,25.0,0,0,13.0,2,2,U,1,27
667,0,3,1,30.0,0,0,7.775,2,2,U,1,26
668,0,3,1,43.0,0,0,8.05,2,2,U,1,15
669,1,1,0,35.0,1,0,52.0,2,3,C,2,49
670,1,2,0,40.0,1,1,39.0,2,3,U,3,61
671,0,1,1,31.0,1,0,52.0,2,2,B,2,22
672,0,2,1,70.0,0,0,10.5,2,2,U,1,27
673,1,2,1,31.0,0,0,13.0,2,2,U,1,21
674,0,2,1,30.0,0,0,0.0,2,2,U,1,26
675,0,3,1,18.0,0,0,7.775,2,2,U,1,30
676,0,3,1,24.5,0,0,8.05,2,2,U,1,29
677,1,3,0,18.0,0,0,9.8417,2,1,U,1,23
678,0,3,0,43.0,1,6,46.9,2,3,U,8,39
679,1,1,1,36.0,0,1,512.3292,0,2,B,2,34
680,0,3,0,21.0,0,0,8.1375,1,1,U,1,19
681,1,1,1,27.0,0,0,76.7292,0,2,D,1,18
682,0,3,1,20.0,0,0,9.225,2,2,U,1,27
683,0,3,1,14.0,5,2,46.9,2,2,U,8,27
684,0,2,1,60.0,1,1,39.0,2,2,U,3,33
685,0,2,1,25.0,1,2,41.5792,0,2,U,4,38
686,0,3,1,14.0,4,1,39.6875,2,2,U,6,24
687,0,3,1,19.0,0,0,10.1708,2,2,U,1,17
688,0,3,1,18.0,0,0,7.7958,2,2,U,1,31
689,1,1,0,15.0,0,1,211.3375,2,1,B,2,33
690,1,1,1,31.0,1,0,57.0,2,2,B,2,23
691,1,3,0,4.0,0,1,13.4167,0,1,U,2,18
692,1,3,1,30.0,0,0,56.4958,2,2,U,1,12
693,0,3,1,25.0,0,0,7.225,0,2,U,1,16
694,0,1,1,60.0,0,0,26.55,2,4,U,1,15
695,0,2,1,52.0,0,0,13.5,2,2,U,1,26
696,0,3,1,44.0,0,0,8.05,2,2,U,1,16
697,1,3,0,21.0,0,0,7.7333,1,1,U,1,32
698,0,1,1,49.0,1,1,110.8833,0,2,C,3,24
699,0,3,1,42.0,0,0,7.65,2,2,F,1,40
700,1,1,0,18.0,1,0,227.525,0,3,C,2,49
701,1,1,1,35.0,0,0,26.2875,2,2,E,1,32
702,0,3,0,18.0,0,1,14.4542,0,1,U,2,21
703,0,3,1,25.0,0,0,7.7417,1,2,U,1,21
704,0,3,1,26.0,1,0,7.8542,2,2,U,2,23
705,0,2,1,39.0,0,0,26.0,2,2,U,1,46
706,1,2,0,45.0,0,0,13.5,2,3,U,1,29
707,1,1,1,42.0,0,0,26.2875,2,2,E,1,33
708,1,1,0,22.0,0,0,151.55,2,1,U,1,20
709,1,3,1,3.5,1,1,15.2458,0,0,U,3,49
710,1,1,0,24.0,0,0,49.5042,0,1,C,1,48
711,0,1,1,30.0,0,0,26.55,2,2,C,1,18
712,1,1,1,48.0,1,0,52.0,2,2,C,2,24
713,0,3,1,29.0,0,0,9.4833,2,2,U,1,26
714,0,2,1,52.0,0,0,13.0,2,2,U,1,21
715,0,3,1,19.0,0,0,7.65,2,2,F,1,42
716,1,1,0,38.0,0,0,227.525,0,1,C,1,29
717,1,2,0,27.0,0,0,10.5,2,1,E,1,35
718,0,3,1,30.0,0,0,15.5,1,2,U,1,19
719,0,3,1,33.0,0,0,7.775,2,2,U,1,28
720,1,2,0,6.0,0,1,33.0,2,1,U,2,33
721,0,3,1,17.0,1,0,7.0542,2,2,U,2,25
722,0,2,1,34.0,0,0,13.0,2,2,U,1,28
723,0,2,1,50.0,0,0,13.0,2,2,U,1,23
724,1,1,1,27.0,1,0,53.1,2,2,E,2,29
725,0,3,1,20.0,0,0,8.6625,2,2,U,1,19
726,1,2,0,30.0,3,0,21.0,2,3,U,4,43
727,1,3,0,21.0,0,0,7.7375,1,1,U,1,24
728,0,2,1,25.0,1,0,26.0,2,2,U,2,31
729,0,3,0,25.0,1,0,7.925,2,1,U,2,29
730,1,1,0,29.0,0,0,211.3375,2,1,B,1,29
731,0,3,1,11.0,0,0,18.7875,0,2,U,1,24
732,0,2,1,30.0,0,0,0.0,2,2,U,1,20
733,0,2,1,23.0,0,0,13.0,2,2,U,1,26
734,0,2,1,23.0,0,0,13.0,2,2,U,1,28
735,0,3,1,28.5,0,0,16.1,2,2,U,1,20
736,0,3,0,48.0,1,3,34.375,2,3,U,5,39
737,1,1,1,35.0,0,0,512.3292,0,2,B,1,22
738,0,3,1,30.0,0,0,7.8958,2,2,U,1,18
739,0,3,1,30.0,0,0,7.8958,2,2,U,1,18
740,1,1,1,30.0,0,0,30.0,2,2,D,1,27
741,0,1,1,36.0,1,0,78.85,2,2,C,2,29
742,1,1,0,21.0,2,2,262.375,0,1,B,5,37
743,0,3,1,24.0,1,0,16.1,2,2,U,2,17
744,1,3,1,31.0,0,0,7.925,2,2,U,1,18
745,0,1,1,70.0,1,1,71.0,2,4,B,3,28
746,0,3,1,16.0,1,1,20.25,2,2,U,3,27
747,1,2,0,30.0,0,0,13.0,2,1,U,1,21
748,0,1,1,19.0,1,0,53.1,2,2,D,2,25
749,0,3,1,31.0,0,0,7.75,1,2,U,1,23
750,1,2,0,4.0,1,1,23.0,2,1,U,3,17
751,1,3,1,6.0,0,1,12.475,2,0,E,2,19
752,0,3,1,33.0,0,0,9.5,2,2,U,1,32
753,0,3,1,23.0,0,0,7.8958,2,2,U,1,18
754,1,2,0,48.0,1,2,65.0,2,3,U,4,32
755,1,2,1,0.67,1,1,14.5,2,0,U,3,25
756,0,3,1,28.0,0,0,7.7958,2,2,U,1,28
757,0,2,1,18.0,0,0,11.5,2,2,U,1,24
758,0,3,1,34.0,0,0,8.05,2,2,U,1,28
759,1,1,0,33.0,0,0,86.5,2,4,B,1,56
760,0,3,1,30.0,0,0,14.5,2,2,U,1,18
761,0,3,1,41.0,0,0,7.125,2,2,U,1,30
762,1,3,1,20.0,0,0,7.2292,0,2,U,1,21
763,1,1,0,36.0,1,2,120.0,2,3,B,4,41
764,0,3,1,16.0,0,0,7.775,2,2,U,1,22
765,1,1,0,51.0,1,0,77.9583,2,3,D,2,36
766,0,1,1,48.5,0,0,39.6,0,4,U,1,25
767,0,3,0,30.5,0,0,7.75,1,1,U,1,18
768,0,3,1,30.0,1,0,24.15,1,2,U,2,19
769,0,3,1,32.0,0,0,8.3625,2,2,U,1,32
770,0,3,1,24.0,0,0,9.5,2,2,U,1,22
771,0,3,1,48.0,0,0,7.8542,2,2,U,1,23
772,0,2,0,57.0,0,0,10.5,2,3,E,1,17
773,0,3,1,30.0,0,0,7.225,0,2,U,1,15
774,1,2,0,54.0,1,3,23.0,2,3,U,5,37
775,0,3,1,18.0,0,0,7.75,2,2,U,1,39
776,0,3,1,30.0,0,0,7.75,1,2,F,1,16
777,1,3,0,5.0,0,0,12.475,2,1,U,1,29
778,0,3,1,30.0,0,0,7.7375,1,2,U,1,23
779,1,1,0,43.0,0,1,211.3375,2,3,B,2,53
780,1,3,0,13.0,0,0,7.2292,0,1,U,1,20
781,1,1,0,17.0,1,0,57.0,2,3,B,2,41
782,0,1,1,29.0,0,0,30.0,2,2,D,1,22
783,0,3,1,30.0,1,2,23.45,2,2,U,4,22
784,0,3,1,25.0,0,0,7.05,2,2,U,1,16
785,0,3,1,25.0,0,0,7.25,2,2,U,1,34
786,1,3,0,18.0,0,0,7.4958,2,1,U,1,25
787,0,3,1,8.0,4,1,29.125,1,0,U,6,25
788,1,3,1,1.0,1,2,20.575,2,0,U,4,26
789,0,1,1,46.0,0,0,79.2,0,2,B,1,24
790,0,3,1,30.0,0,0,7.75,1,2,U,1,24
791,0,2,1,16.0,0,0,26.0,2,2,U,1,19
792,0,3,0,21.0,8,2,69.55,2,1,U,11,23
793,0,1,1,30.0,0,0,30.6958,0,2,U,1,24
794,0,3,1,25.0,0,0,7.8958,2,2,U,1,21
795,0,2,1,39.0,0,0,13.0,2,2,U,1,18
796,1,1,0,49.0,0,0,25.9292,2,4,D,1,27
797,1,3,0,31.0,0,0,8.6833,2,3,U,1,16
798,0,3,1,30.0,0,0,7.2292,0,2,U,1,28
799,0,3,0,30.0,1,1,24.15,2,3,U,3,52
800,0,2,1,34.0,0,0,13.0,2,2,U,1,20
801,1,2,0,31.0,1,1,26.25,2,3,U,3,43
802,1,1,1,11.0,1,2,120.0,2,0,B,4,35
803,1,3,1,0.42,0,1,8.5167,0,0,U,2,31
804,1,3,1,27.0,0,0,6.975,2,2,U,1,23
805,0,3,1,31.0,0,0,7.775,2,2,U,1,25
806,0,1,1,39.0,0,0,0.0,2,2,A,1,22
807,0,3,0,18.0,0,0,7.775,2,1,U,1,31
808,0,2,1,39.0,0,0,13.0,2,2,U,1,17
809,1,1,0,33.0,1,0,53.1,2,3,E,2,46
810,0,3,1,26.0,0,0,7.8875,2,2,U,1,22
811,0,3,1,39.0,0,0,24.15,2,2,U,1,17
812,0,2,1,35.0,0,0,10.5,2,2,U,1,25
813,0,3,0,6.0,4,2,31.275,2,1,U,7,34
814,0,3,1,30.5,0,0,8.05,2,2,U,1,26
815,0,1,1,30.0,0,0,0.0,2,2,B,1,16
816,0,3,0,23.0,0,0,7.925,2,1,U,1,28
817,0,2,1,31.0,1,1,37.0042,0,2,U,3,18
818,0,3,1,43.0,0,0,6.45,2,2,U,1,32
819,0,3,1,10.0,3,2,27.9,2,0,U,6,28
820,1,1,0,52.0,1,1,93.5,2,3,B,3,50
821,1,3,1,27.0,0,0,8.6625,2,2,U,1,17
822,0,1,1,38.0,0,0,0.0,2,4,U,1,31
823,1,3,0,27.0,0,1,12.475,2,3,E,2,18
824,0,3,1,2.0,4,1,39.6875,2,0,U,6,28
825,0,3,1,30.0,0,0,6.95,1,2,U,1,15
826,0,3,1,30.0,0,0,56.4958,2,2,U,1,12
827,1,2,1,1.0,0,2,37.0042,0,0,U,3,21
828,1,3,1,30.0,0,0,7.75,1,2,U,1,28
829,1,1,0,62.0,0,0,80.0,2,3,B,1,41
830,1,3,0,15.0,1,0,14.4542,0,3,U,2,39
831,1,2,1,0.83,1,1,18.75,2,0,U,3,31
832,0,3,1,30.0,0,0,7.2292,0,2,U,1,14
833,0,3,1,23.0,0,0,7.8542,2,2,U,1,22
834,0,3,1,18.0,0,0,8.3,2,2,U,1,22
835,1,1,0,39.0,1,1,83.1583,0,1,E,3,27
836,0,3,1,21.0,0,0,8.6625,2,2,U,1,16
837,0,3,1,30.0,0,0,8.05,2,2,U,1,19
838,1,3,1,32.0,0,0,56.4958,2,2,U,1,15
839,1,1,1,30.0,0,0,29.7,0,2,C,1,20
840,0,3,1,20.0,0,0,7.925,2,2,U,1,27
841,0,2,1,16.0,0,0,10.5,2,2,U,1,24
842,1,1,0,30.0,0,0,31.0,0,1,U,1,23
843,0,3,1,34.5,0,0,6.4375,0,2,U,1,26
844,0,3,1,17.0,0,0,8.6625,2,2,U,1,19
845,0,3,1,42.0,0,0,7.55,2,2,U,1,19
846,0,3,1,30.0,8,2,69.55,2,2,U,11,24
847,0,3,1,35.0,0,0,7.8958,0,2,U,1,18
848,0,2,1,28.0,0,1,33.0,2,4,U,2,17
849,1,1,0,35.0,1,0,89.1042,0,3,C,2,44
850,0,3,1,4.0,4,2,31.275,2,0,U,7,39
851,0,3,1,74.0,0,0,7.775,2,2,U,1,19
852,0,3,0,9.0,1,1,15.2458,0,1,U,3,23
853,1,1,0,16.0,0,1,39.4,2,1,D,2,25
854,0,2,0,44.0,1,0,26.0,2,3,U,2,45
855,1,3,0,18.0,0,1,9.35,2,3,U,2,26
856,1,1,0,45.0,1,1,164.8667,2,3,U,3,42
857,1,1,1,51.0,0,0,26.55,2,2,E,1,22
858,1,3,0,24.0,0,3,19.2583,0,3,U,4,37
859,0,3,1,30.0,0,0,7.2292,0,2,U,1,16
860,0,3,1,41.0,2,0,14.1083,2,2,U,3,23
861,0,2,1,21.0,1,0,11.5,2,2,U,2,27
862,1,1,0,48.0,0,0,25.9292,2,3,D,1,51
863,0,3,0,21.0,8,2,69.55,2,1,U,11,33
864,0,2,1,24.0,0,0,13.0,2,2,U,1,22
865,1,2,0,42.0,0,0,13.0,2,3,U,1,24
866,1,2,0,27.0,1,0,13.8583,0,1,U,2,28
867,0,1,1,31.0,0,0,50.4958,2,2,A,1,36
868,0,3,1,30.0,0,0,9.5,2,2,U,1,27
869,1,3,1,4.0,1,1,11.1333,2,0,U,3,31
870,0,3,1,26.0,0,0,7.8958,2,2,U,1,17
871,1,1,0,47.0,1,1,52.5542,2,3,D,3,48
872,0,1,1,33.0,0,0,5.0,2,2,B,1,24
873,0,3,1,47.0,0,0,9.0,2,2,U,1,27
874,1,2,0,28.0,1,0,24.0,0,3,U,2,37
875,1,3,0,15.0,0,0,7.225,0,1,U,1,32
876,0,3,1,20.0,0,0,9.8458,2,2,U,1,29
877,0,3,1,19.0,0,0,7.8958,2,2,U,1,20
878,0,3,1,30.0,0,0,7.8958,2,2,U,1,18
879,1,1,0,56.0,0,1,83.1583,0,3,C,2,45
880,1,2,0,25.0,0,1,26.0,2,3,U,2,44
881,0,3,1,33.0,0,0,7.8958,2,2,U,1,18
882,0,3,0,22.0,0,0,10.5167,2,1,U,1,28
883,0,2,1,28.0,0,0,10.5,2,2,U,1,29
884,0,3,1,25.0,0,0,7.05,2,2,U,1,22
885,0,3,0,39.0,0,5,29.125,1,3,U,6,36
886,0,2,1,27.0,0,0,13.0,2,4,U,1,21
887,1,1,0,19.0,0,0,30.0,2,1,B,1,28
888,0,3,0,21.0,1,2,23.45,2,1,U,4,40
889,1,1,1,26.0,0,0,30.0,0,2,C,1,21
890,0,3,1,32.0,0,0,7.75,1,2,U,1,19
